des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h
2023 BG,10,2460343.900308203,2024-Feb-03 09:36,0.0544545572244871,0.0544542427297167,0.0544548717193163,12.4597066617064,12.4557789575789,< 00:01,23.29
2007 EG,16,2460343.931627012,2024-Feb-03 10:22,0.0299622861520704,0.0299608752450987,0.0299636970598153,7.74806689908045,7.7365809715611,< 00:01,24.55
2024 CT,8,2460344.122386289,2024-Feb-03 14:56,0.00455670501535656,0.00455299726164797,0.00456041266515384,8.21176476253138,8.14024595336063,< 00:01,26.82
2024 AF,9,2460344.639134618,2024-Feb-04 03:20,0.088034025768031,0.0880020091707225,0.0880660423145473,5.26081660120323,5.25506026305646,< 00:01,23.76
2024 BT4,5,2460344.779726120,2024-Feb-04 06:43,0.0701211664900651,0.0700482890727921,0.0701940434744584,5.16572150559084,5.15836042151506,< 00:01,25.25
2024 CJ3,3,2460344.782308992,2024-Feb-04 06:47,0.0615011276546395,0.0611555310029313,0.0618467207254027,9.69328046063021,9.68880993428138,< 00:01,23.74
2019 CC5,28,2460344.798874054,2024-Feb-04 07:10,0.0490394726774794,0.049039178708177,0.0490397666468124,14.9596837911379,14.9560513642548,< 00:01,21.97
2024 CZ,3,2460344.801042992,2024-Feb-04 07:14,0.0308732295893027,0.0307442386821814,0.0310022154752111,5.52796303277829,5.51232868598738,< 00:01,26.61
2024 CB,2,2460344.878614621,2024-Feb-04 09:05,0.0244479411582996,0.0243738253414661,0.0245220555927578,8.43078510038802,8.41784804651792,< 00:01,26.03
2024 BL3,7,2460345.682347964,2024-Feb-05 04:23,0.0508064416580085,0.0505925400011268,0.0510203425277568,15.5068172938175,15.5034349459297,< 00:01,24.48
2024 CT8,1,2460345.839051088,2024-Feb-05 08:08,0.0137345572020751,0.0136066725049049,0.0138624208293753,7.55337348903959,7.52764602450834,01:17,26.54
2024 BS4,6,2460345.857948526,2024-Feb-05 08:35,0.0277228445189174,0.0275930003930583,0.027852686039249,9.45736721683324,9.44719916285707,< 00:01,25.89
2024 CN2,2,2460345.921093469,2024-Feb-05 10:06,0.0308658978390258,0.0307647169541409,0.0309670783493743,17.5002946640796,17.4953612303295,< 00:01,25.93
2024 BE5,5,2460345.969865361,2024-Feb-05 11:17,0.0444933644529979,0.0443192283517766,0.0446674987828168,9.60385317782346,9.5976156477299,< 00:01,25.52
2024 CR2,10,2460346.032912001,2024-Feb-05 12:47,0.0316211037297132,0.0314691241462536,0.0317730813773011,11.2137473198518,11.2062305691347,< 00:01,23.95
2024 DM,2,2460346.037399830,2024-Feb-05 12:54,0.0429297222919819,0.0419221401839235,0.0439372688233048,13.3651524690258,13.3605077886841,01:03,24.98
2024 CH,2,2460346.119388216,2024-Feb-05 14:52,0.00589779973273725,0.00588624995509741,0.00590934941786523,20.7971227826094,20.7753884618793,< 00:01,25.94
2015 KQ57,22,2460346.198154688,2024-Feb-05 16:45,0.0716046582112945,0.0716042571214795,0.0716050593015124,13.773957224543,13.7712554136575,< 00:01,22.17
2023 CE3,1,2460346.208358642,2024-Feb-05 17:00,0.0853475503064239,0.08205914344806,0.2286771174638,15.2642183635896,15.2621729750192,09:33,25.20
2024 DT,1,2460346.408845606,2024-Feb-05 21:49,0.0382685888706359,0.0375053828037927,0.0390317812973753,16.7223711391345,16.7182069914158,01:09,24.36
2024 BU4,17,2460346.745711446,2024-Feb-06 05:54,0.0524299928961743,0.0523510341872716,0.0525089513702652,10.1536106836281,10.1486043575855,< 00:01,23.56
2024 BV5,2,2460346.957765994,2024-Feb-06 10:59,0.0925643179196928,0.0910516273388313,0.0940769680505908,8.33829077705055,8.33483789577778,00:05,24.21
2024 BT3,3,2460347.050205131,2024-Feb-06 13:12,0.0361764499181215,0.0357700163804001,0.0365828299357532,5.03147077101991,5.01681108740285,00:02,26.95
2024 BO,4,2460347.471119222,2024-Feb-06 23:18,0.0508029487117475,0.0507752671217466,0.0508306302168208,6.06894937074608,6.06030129548031,< 00:01,25.28
2023 SP1,67,2460347.503943090,2024-Feb-07 00:06,0.0366527574913354,0.0366527523251878,0.036652762657485,11.7999506118199,11.7937883672808,< 00:01,20.77
2024 CQ4,3,2460347.543500702,2024-Feb-07 01:03,0.0541870820393715,0.0538271531135011,0.0545470026485091,7.50143264820511,7.49487478652316,< 00:01,25.25
2024 DS,1,2460347.614044261,2024-Feb-07 02:44,0.0176220800608913,0.0172718160588055,0.0179723239920958,11.9471365926852,11.9344740311363,01:23,25.93
2024 DP,5,2460347.617389625,2024-Feb-07 02:49,0.0112697999568359,0.0112053756137867,0.011333942852479,6.68673341224902,6.65128188624423,00:03,25.45
2024 CQ2,3,2460347.715030959,2024-Feb-07 05:10,0.00636585958106501,0.00635225837109409,0.0063794603666447,10.9646714077993,10.9264314277781,00:01,27.47
2024 BW4,4,2460347.727373804,2024-Feb-07 05:27,0.0297227665093299,0.029455055647169,0.0299904755954899,22.1012261751602,22.0971697206043,< 00:01,24.13
2024 CF2,2,2460347.751087157,2024-Feb-07 06:02,0.00900690259037861,0.00897285742355946,0.00904094758260177,29.4238474255525,29.4137917408371,< 00:01,26.53
2024 BK4,5,2460348.214034133,2024-Feb-07 17:08,0.0709329131228992,0.0707130978379041,0.0711527261227754,6.66236486432532,6.65672433282443,< 00:01,25.22
2024 CF4,1,2460348.402313255,2024-Feb-07 21:39,0.0285948871379168,0.0284010582396179,0.0287887149779138,22.0633368123067,22.0591130998259,00:04,25.01
2024 CG2,18,2460348.654074196,2024-Feb-08 03:42,0.00666074337339405,0.00666051397215251,0.00666097277452958,9.17819543241881,9.13450692432233,< 00:01,23.09
2024 CK1,1,2460348.894931980,2024-Feb-08 09:29,0.00152259896741534,0.00152113353363266,0.00152406433210485,12.0585935386332,11.9125886596414,< 00:01,29.36
2024 CO2,2,2460349.285580080,2024-Feb-08 18:51,0.00380496351256271,0.00378254307380708,0.00382738088138331,10.6044833580075,10.5382417459613,00:04,26.84
2024 EM1,2,2460349.520247934,2024-Feb-09 00:29,0.0554667272348474,0.055261102248238,0.0556770229623359,0.393949574645715,0.243148917621847,02:09,27.10
2024 CH1,3,2460349.787052367,2024-Feb-09 06:53,0.0860261618461042,0.0851320491720941,0.086920251660351,7.10451838854193,7.10015744485538,00:04,25.17
2024 FQ,3,2460350.278346068,2024-Feb-09 18:41,0.0331631575765877,0.0331583469616338,0.0331679681720496,3.53671046764999,3.51391972160851,< 00:01,25.59
2024 CJ1,2,2460350.340236126,2024-Feb-09 20:10,0.00245652557414467,0.00245140115835245,0.00246164923257553,7.6276967959047,7.4841466571223,< 00:01,28.43
2024 BJ4,1,2460350.906783677,2024-Feb-10 09:46,0.0776011735776449,0.0762708829264754,0.0789314250024756,8.08911321190237,8.08486743525371,02:04,25.65
2024 BH,16,2460350.942683283,2024-Feb-10 10:37,0.0470396246988768,0.0470015707479535,0.0470776785430396,8.07861901799851,8.07160446553123,< 00:01,23.22
2024 CN8,5,2460351.048987907,2024-Feb-10 13:11,0.00307422949856859,0.00306465085531956,0.00308380060519897,3.12212467188753,2.83094214543106,00:02,28.95
2024 CV1,2,2460351.411712398,2024-Feb-10 21:53,0.0132774024921689,0.0132440550388919,0.013310742525796,3.06493116035326,2.99874098675287,< 00:01,28.68
2009 DB1,14,2460351.685983363,2024-Feb-11 04:28,0.0841034985189087,0.0841019361550541,0.0841050608888683,15.2708430149575,15.2687682696755,< 00:01,23.05
2024 CH4,2,2460351.756791248,2024-Feb-11 06:10,0.000728921643235652,0.000725733664267706,0.00073210944516444,24.009927556808,23.8571976236543,00:03,27.70
2024 CZ3,16,2460351.831392368,2024-Feb-11 07:57,0.0131539219218151,0.0131440922352698,0.0131637515397972,9.29862885502308,9.27681925034841,< 00:01,24.96
2024 CU,10,2460351.873549029,2024-Feb-11 08:58,0.00462262114610141,0.00462207041013284,0.00462317187816712,7.24506997699291,7.16507074292242,< 00:01,26.40
2024 EE1,1,2460352.191925821,2024-Feb-11 16:36,0.041416715846,0.0411039371851434,0.0417294831397223,5.59628144774204,5.5847738705191,01:06,26.02
2024 CC4,3,2460352.678995362,2024-Feb-12 04:18,0.0117550750684517,0.0116343543324348,0.0118757772379922,7.75771538927375,7.72844198184453,< 00:01,27.52
2024 CY1,4,2460352.813852559,2024-Feb-12 07:32,0.00081194110449777,0.000811049063803042,0.00081283308930983,14.5258773843296,14.2981775325952,< 00:01,29.23
2020 DK,8,2460353.075720627,2024-Feb-12 13:49,0.0227896194099865,0.00941448703726595,0.036547350221257,9.86966307113699,9.85780991998538,3_12:28,26.06
2024 BH5,3,2460353.122208169,2024-Feb-12 14:56,0.0936693997963959,0.0936247782490869,0.0937140213284929,11.8170049079556,11.8145974902844,< 00:01,23.83
2024 CM5,3,2460353.154137813,2024-Feb-12 15:42,0.000937648238366329,0.000936552847780056,0.000938743515751002,10.7641080875112,10.4967947004819,< 00:01,28.34
2023 CU,10,2460353.375072661,2024-Feb-12 21:00,0.0953586170059735,0.0951487993060047,0.0955684346484741,7.56412980567327,7.56043493260485,00:14,27.23
2024 CG4,5,2460353.581193763,2024-Feb-13 01:57,0.0559984669378587,0.0558161642282926,0.0561807693205,18.5570355157061,18.5544712818672,< 00:01,23.65
2024 DD,1,2460353.635442415,2024-Feb-13 03:15,0.00885188661163868,0.00878167649304562,0.0089220948477635,13.2423763408684,13.2196262150287,00:14,27.94
2024 CD4,5,2460353.720128732,2024-Feb-13 05:17,0.0111406549811188,0.0111279706376644,0.0111533389854088,6.38969500602117,6.35215458372893,< 00:01,26.64
2024 CO5,3,2460353.739751167,2024-Feb-13 05:45,0.069638054557095,0.069456370115438,0.0698197374743669,6.82190777215386,6.81629679471881,< 00:01,24.93
2024 CB1,5,2460353.838002864,2024-Feb-13 08:07,0.00979394004243509,0.00977190667609043,0.00981597323379285,17.5483522014128,17.5328422463452,< 00:01,24.15
2024 DH,3,2460353.874888809,2024-Feb-13 09:00,0.0184269614665152,0.0182839526901359,0.0185699682767244,17.6123814592645,17.6041695942119,00:01,26.16
2024 CB7,3,2460353.907384676,2024-Feb-13 09:47,0.0113029987392106,0.0112762859555929,0.0113297106497726,8.26619212242371,8.2376251466248,< 00:01,26.03
2024 AZ10,10,2460354.161321245,2024-Feb-13 15:52,0.0822862469515721,0.0822672658349956,0.0823052280669138,20.6715592773834,20.6699927848807,< 00:01,22.54
2024 DA,4,2460354.427268130,2024-Feb-13 22:15,0.00813352907238789,0.00809970938140956,0.00816734757894096,12.5153427093386,12.4891400449668,< 00:01,27.41
2024 DJ,1,2460354.625269860,2024-Feb-14 03:00,0.0582585390985853,0.0577231378244332,0.0587939378488765,18.7670355696614,18.7645984026542,00:06,25.15
2024 CD1,2,2460354.627295298,2024-Feb-14 03:03,0.025275260015594,0.0250480336057914,0.0255024817481594,12.2986502543256,12.2900757170343,00:14,26.43
2024 CR6,1,2460354.632159957,2024-Feb-14 03:10,0.00280810966821228,0.00279806344969082,0.0028181556391665,21.8566624724791,21.8132068079299,00:05,27.95
2024 CK3,14,2460354.725172116,2024-Feb-14 05:24,0.0449267639144672,0.044837958992419,0.0450155681462539,7.77792213355215,7.77029332590255,< 00:01,24.74
2024 CL1,2,2460354.798989651,2024-Feb-14 07:11,0.00864511142251791,0.00859273938613751,0.00869748156268305,14.2543551028504,14.2327167625647,00:01,25.82
2024 BR4,9,2460354.960233643,2024-Feb-14 11:03,0.0307512662132864,0.0306129495919975,0.0308895814427893,12.4636249359903,12.4566710726288,< 00:01,21.39
2024 DC1,1,2460355.058840361,2024-Feb-14 13:25,0.0438665212323654,0.0432493689896296,0.0444845470923337,6.97101236854297,6.96229360331326,01:27,26.72
2024 CU1,3,2460355.062955352,2024-Feb-14 13:31,0.00391012680965798,0.00390014072923164,0.00392011230658675,10.8111054804109,10.7478900662769,< 00:01,26.72
2018 CY2,18,2460355.190616596,2024-Feb-14 16:34,0.0561983720822736,0.056197960786527,0.0561987833788444,15.2058158472044,15.2026975074693,< 00:01,22.45
2024 CE1,2,2460355.500367043,2024-Feb-15 00:01,0.0282999960797723,0.0280023166203745,0.0285976614803402,9.1569773199199,9.14668962984537,< 00:01,25.60
2024 DK1,1,2460355.828185236,2024-Feb-15 07:53,0.0138271689837201,0.0137536048637399,0.0139007292465623,6.81716074635744,6.78883517063476,00:05,27.24
2024 CN3,1,2460356.018864624,2024-Feb-15 12:27,0.0400860692116053,0.0398380741938697,0.0403340592414966,9.21694727592723,9.20973284991841,00:14,26.21
2024 EW2,3,2460356.162799693,2024-Feb-15 15:54,0.0520340481335814,0.0513081990542642,0.052759901678903,23.2912160501644,23.2890174154682,00:25,21.99
2024 CY,14,2460356.195806357,2024-Feb-15 16:42,0.0511695604169704,0.0511570294082707,0.0511820912308456,1.78150129019582,1.75202845505464,< 00:01,25.43
2024 CE4,3,2460356.314638991,2024-Feb-15 19:33,0.00628438444663276,0.0062717465911034,0.00629702181340243,18.6650464160746,18.6423171690977,< 00:01,27.29
2024 CP5,2,2460356.517295402,2024-Feb-16 00:25,0.0426615373855979,0.0425052131445063,0.042817859305247,7.82351129842483,7.81552407397845,< 00:01,26.02
2024 DE,3,2460356.542014369,2024-Feb-16 01:01,0.0131348975538769,0.0131029212989007,0.0131668721293406,6.21800240668245,6.18529255379048,< 00:01,27.81
2024 CK6,4,2460356.564150771,2024-Feb-16 01:32,0.0287778664840481,0.0287184670837599,0.028837265212778,8.22717162948305,8.21591001785863,< 00:01,26.57
2024 CP4,2,2460356.577877821,2024-Feb-16 01:52,0.0145453620520668,0.014498169565155,0.0145925537066301,11.6108766500612,11.5950889752618,< 00:01,25.36
2024 AO,12,2460356.628155726,2024-Feb-16 03:05,0.023704009679898,0.0236974775849232,0.0237105417594207,7.2948684001851,7.27944314036649,< 00:01,24.22
2024 CC8,1,2460356.717677964,2024-Feb-16 05:13,0.0755232972163067,0.0748876354467078,0.0761589541008295,11.8837784856028,11.8808093425391,00:03,25.09
2024 DV,6,2460357.234077467,2024-Feb-16 17:37,0.00880500786739994,0.00879548755188481,0.00881452780475669,5.69380025729019,5.64040267175427,< 00:01,26.25
2024 CT6,1,2460357.391393099,2024-Feb-16 21:24,0.00240410073824489,0.00239855377673539,0.00240964758424658,20.9445201262975,20.8915368335252,< 00:01,29.19
2024 CA2,1,2460357.485959804,2024-Feb-16 23:40,0.0300921084690258,0.0293899493101344,0.0307942186599961,10.7375994229624,10.7293500792467,00:09,24.35
2024 CF7,1,2460357.716849539,2024-Feb-17 05:12,0.000707765002134201,0.000705988989367565,0.000709540535227635,10.6144224834428,10.2536182766874,00:01,29.46
2024 DZ,2,2460357.772064117,2024-Feb-17 06:32,0.0121636018899248,0.0121225358481246,0.0122046664599074,7.58704396278774,7.55811677144782,00:01,28.45
2024 BJ5,6,2460357.987268083,2024-Feb-17 11:42,0.0953339401194425,0.094804406184684,0.0958634720854989,11.9420897905507,11.9397491913954,< 00:01,22.52
2024 CR5,2,2460358.113399083,2024-Feb-17 14:43,0.0439169368205453,0.0434544735413911,0.0443793941457996,14.1182434032457,14.113945409671,< 00:01,25.55
2024 CZ2,3,2460358.117091550,2024-Feb-17 14:49,0.0902234806030399,0.0898614342781759,0.0905855214566041,5.60129543435408,5.59602059983708,00:02,25.93
2013 DB1,7,2460358.158094908,2024-Feb-17 15:48,0.0884336170438455,0.088433068988033,0.088434165100427,4.59995929658427,4.59340463141639,< 00:01,26.07
2024 CS6,4,2460358.228656839,2024-Feb-17 17:29,0.0191474200083196,0.0191149328184698,0.019179906503174,6.6691873893326,6.64828912832591,< 00:01,26.15
2024 CS7,10,2460358.447098855,2024-Feb-17 22:44,0.0209726045454978,0.0209326105472847,0.0210125983085369,12.8382077932161,12.8283080696964,< 00:01,25.11
2024 CA8,2,2460358.571314645,2024-Feb-18 01:43,0.0195001321499977,0.0194102451332806,0.0195900188361472,26.0790049960104,26.0737650426977,< 00:01,24.32
2024 BC8,6,2460358.650932606,2024-Feb-18 03:37,0.0159260611656968,0.0158817849957955,0.0159703365943307,10.4954418519489,10.4794891801027,< 00:01,25.40
2024 BE2,9,2460358.890057661,2024-Feb-18 09:22,0.0855038216297829,0.0854307919940564,0.0855768511574935,8.45917350355363,8.45548887687131,< 00:01,23.87
2024 DY,4,2460359.144494286,2024-Feb-18 15:28,0.00114720576400672,0.0011458829416323,0.00114852849421282,11.8165432381043,11.6183273454743,< 00:01,29.02
2016 CA138,45,2460359.197007066,2024-Feb-18 16:44,0.0644683357686628,0.0644680841076631,0.0644685874299153,14.3452133322122,14.3423319391571,< 00:01,23.29
2024 EU2,4,2460359.261481397,2024-Feb-18 18:17,0.033331932935766,0.0325141086398383,0.0341497224510932,12.6287766053337,12.6224452096438,01:26,24.82
2024 EY2,3,2460359.332067369,2024-Feb-18 19:58,0.0729453549652706,0.0728444694257185,0.0730462404680892,23.3294728080566,23.327907051049,< 00:01,22.01
2024 CH2,3,2460359.474485353,2024-Feb-18 23:23,0.0145821986743685,0.0145297183534996,0.0146346774977273,9.58816424203848,9.56908829459404,< 00:01,26.02
2024 DN1,1,2460359.690528112,2024-Feb-19 04:34,0.0985031614805937,0.0965309978394621,0.10047531351011,15.043173259908,15.0413750156256,00:15,24.47
2024 FE4,1,2460359.735307884,2024-Feb-19 05:39,0.089541760016417,0.0894963972986651,0.0895871226583249,6.01892872929697,6.0139828216629,00:01,24.60
2024 EU1,6,2460359.752876164,2024-Feb-19 06:04,0.0688827444193074,0.068846274053317,0.0689192145900656,2.92051027593767,2.90723537399692,00:01,25.12
2024 CJ6,3,2460360.104782412,2024-Feb-19 14:31,0.0117659275805783,0.0117350928762734,0.0117967619755326,15.4044631926308,15.3897554171027,< 00:01,26.51
2024 CV8,6,2460360.306454330,2024-Feb-19 19:21,0.00301135498814462,0.00300789085339354,0.00301481907516541,17.102704566592,17.0508909428201,< 00:01,26.25
2024 DC,1,2460360.325796559,2024-Feb-19 19:49,0.0320125650148167,0.0317851244619531,0.0322399992583491,9.25170572921558,9.24270492360372,< 00:01,26.72
187026,212,2460360.603074022,2024-Feb-20 02:28,0.0968755792666678,0.0968754788763657,0.0968756796569699,15.1097938071376,15.1079734119917,< 00:01,17.36
2018 CW2,14,2460360.642260917,2024-Feb-20 03:25,0.065333280906081,0.0653327138363705,0.0653338479758954,12.6585698859324,12.6553477153951,< 00:01,25.66
2024 ET,7,2460360.814747752,2024-Feb-20 07:33,0.0550960654309106,0.0547712109755508,0.0554209140318429,7.94742821453237,7.94134081909053,< 00:01,25.43
2020 CX1,35,2460360.902949229,2024-Feb-20 09:40,0.0780878062101119,0.0780876940295422,0.0780879183907437,7.25509412367775,7.25038947803006,< 00:01,24.13
2024 DL1,1,2460361.098530429,2024-Feb-20 14:22,0.016540814478972,0.0164520727702633,0.0166295532819786,10.1387823315338,10.1228818473617,00:02,27.26
2024 CB4,2,2460361.151259902,2024-Feb-20 15:38,0.0603064324189637,0.059951747490261,0.0606611139989773,10.4907874174199,10.486575034599,< 00:01,24.46
2024 CK5,2,2460361.281083020,2024-Feb-20 18:45,0.0187274124125897,0.0186207691527885,0.0188340518384654,9.51129537361751,9.49632485548201,00:07,27.50
2022 EJ1,13,2460361.559526890,2024-Feb-21 01:26,0.0644496096927624,0.0644482085704073,0.064451010815187,12.4096775987319,12.4063457147362,< 00:01,23.53
2024 DM1,1,2460361.718475328,2024-Feb-21 05:15,0.0223399430788897,0.0222334525472075,0.0224464302562826,7.48181706145966,7.46585876165758,00:01,27.05
2024 EV,2,2460362.047815704,2024-Feb-21 13:09,0.0124698379769087,0.0123828052440772,0.0125568675881742,13.0421258228629,13.0257321525965,00:05,26.63
2024 CL5,6,2460362.138254011,2024-Feb-21 15:19,0.0122122738510271,0.0121411824221445,0.0122833634332317,13.9697587637865,13.9541319697513,< 00:01,26.10
2022 QB8,3,2460362.397097029,2024-Feb-21 21:32,0.0660093670342071,0.0589485923398588,0.0730726700939257,10.5301930796647,10.5263591024878,10:09,25.85
2024 DW,5,2460362.692422412,2024-Feb-22 04:37,0.00150104963401897,0.00149908548952106,0.00150301372307675,17.9022198917108,17.8027897301488,< 00:01,27.14
2024 EJ,5,2460362.769238651,2024-Feb-22 06:28,0.0202181915866878,0.0201282111272024,0.0203081701815348,10.7751528914415,10.7629153747899,00:02,25.55
2024 CE8,2,2460362.871428812,2024-Feb-22 08:55,0.0270637093729271,0.0268933430113122,0.0272340745472143,18.838357031142,18.8331301543154,< 00:01,25.46
2024 EC,15,2460362.878599750,2024-Feb-22 09:05,0.0301760087238255,0.0301175175117447,0.0302344996689169,12.3344687368671,12.3273080250867,< 00:01,24.08
2024 DX,4,2460363.094272288,2024-Feb-22 14:16,0.00518204590018383,0.00517641750647171,0.00518767418019172,10.4083976566312,10.3588798350052,< 00:01,27.29
2024 EE3,3,2460363.125904794,2024-Feb-22 15:01,0.0952869983754489,0.093918505699304,0.096655504266854,19.3223098364555,19.3208626118659,00:19,23.47
2024 EC2,6,2460363.276872327,2024-Feb-22 18:39,0.0147067456800502,0.014692717765874,0.0147207735379455,13.0867062403003,13.072854787766,< 00:01,25.16
2024 DJ1,1,2460363.284391241,2024-Feb-22 18:50,0.0320940765636381,0.0319098382229267,0.0322783130517024,13.4633018044179,13.4571339319824,00:01,25.08
2021 SG1,2,2460363.466736653,2024-Feb-22 23:12,0.0914725313684489,0.091300756336457,0.0938753125886399,7.94107725246453,7.93740829584644,1_22:15,25.56
2020 DF,4,2460363.473854945,2024-Feb-22 23:22,0.0726100827682603,0.043211331280319,0.106902448782665,8.479131911587,8.47480303795425,6_16:42,26.18
2014 OW3,9,2460363.616209692,2024-Feb-23 02:47,0.0806525876946269,0.0806517398065222,0.0806534355853952,22.848044944664,22.8465989764406,< 00:01,22.47
2024 BY15,16,2460363.873198968,2024-Feb-23 08:57,0.0308465568823473,0.0308348707441626,0.0308582423762206,1.58464515543359,1.52916423808998,< 00:01,26.72
2024 FC,2,2460363.900372356,2024-Feb-23 09:37,0.0536527476230587,0.0535286953505548,0.0537767997013448,6.01278881994673,6.00452381676405,00:06,25.49
2024 CL3,8,2460364.021207178,2024-Feb-23 12:31,0.0237809717394036,0.0237134251964805,0.0238485133020042,4.16951672598881,4.14255775386544,< 00:01,26.34
674590,82,2460364.447519758,2024-Feb-23 22:44,0.0982469927977892,0.0982466655751841,0.0982473200204055,9.67372581019405,9.67092191187012,< 00:01,22.00
2016 DF,10,2460364.733579940,2024-Feb-24 05:36,0.0688316787532955,0.0463786973691942,0.0919941472310943,3.09749177415208,3.08496922903633,2_12:15,27.1
2024 EX,1,2460366.531711170,2024-Feb-26 00:46,0.00810458967356158,0.00808700867344911,0.00812217015663416,8.0382423900498,7.9972380956497,00:10,27.67
2023 EF,5,2460366.780316536,2024-Feb-26 06:44,0.0829099697689622,0.0829033052502027,0.0829166342900216,4.07628255842964,4.06839101569711,00:02,26.18
2024 DF1,1,2460367.022415741,2024-Feb-26 12:32,0.0940038720384499,0.0929267747450999,0.0950809571001029,10.2163679384606,10.2135931551719,00:20,24.59
2024 EL,5,2460367.775251943,2024-Feb-27 06:36,0.0305012715795959,0.030244740567271,0.0307577954637161,10.2749851229116,10.2664797571234,< 00:01,25.22
2024 CW7,1,2460368.031805248,2024-Feb-27 12:46,0.0551786154012442,0.0539082813972875,0.0564489322751821,16.4664660003472,16.4635332179998,00:59,23.91
2024 EX1,7,2460368.234636053,2024-Feb-27 17:38,0.0133748996086661,0.0132777934865946,0.0134720036301456,16.2932477641044,16.2810163348301,< 00:01,25.86
2024 FB,3,2460368.267439349,2024-Feb-27 18:25,0.0517940775384919,0.0515336845542878,0.0520544657314442,7.46535124166258,7.4584570621424,00:04,25.79
2024 CT7,4,2460368.484201236,2024-Feb-27 23:37,0.0158381316065332,0.0158136502236432,0.0158626125556707,7.70793775119509,7.68608096042083,< 00:01,26.70
2020 DW,3,2460368.493120769,2024-Feb-27 23:50,0.0774461922525358,0.0754016091206852,0.0794907020128633,6.23681800259234,6.23129924390015,00:50,30.4
2024 CC7,1,2460368.963583151,2024-Feb-28 11:08,0.0393711637343466,0.0391800849086972,0.0395622357668099,5.99503475548644,5.9837354469641,00:04,26.36
2024 CE7,3,2460369.182537286,2024-Feb-28 16:23,0.0347309951815715,0.0344229020840947,0.0350390860921501,19.3458448485296,19.3418788554949,00:05,24.77
2024 DL,8,2460369.607157554,2024-Feb-29 02:34,0.0116715015986563,0.0116558722585925,0.0116871305175367,6.72604478747881,6.69201761901598,< 00:01,26.04
2024 EE,4,2460369.921688922,2024-Feb-29 10:07,0.0239957604768285,0.0239428660311326,0.0240486541776011,8.35340737580736,8.34010405281458,< 00:01,24.71
2024 CA7,7,2460370.363428049,2024-Feb-29 20:43,0.0380523399144359,0.0379917431261548,0.0381129366775977,32.501508691393,32.4993542143896,< 00:01,22.56
2024 FE1,1,2460370.619903363,2024-Mar-01 02:53,0.0405829626253653,0.0401481351661092,0.0410178688138252,6.00609683577876,5.99515545736244,02:02,26.13
2024 ES1,3,2460370.880910974,2024-Mar-01 09:09,0.0176424869041439,0.017525606823745,0.017759358497406,7.43410572805194,7.41376256677169,< 00:01,26.40
2024 FH1,3,2460371.167008753,2024-Mar-01 16:00,0.0382934027301964,0.0381849629386245,0.0384018380933284,4.49142749971734,4.47590881409482,00:03,25.72
2023 FW13,4,2460371.172821946,2024-Mar-01 16:09,0.0655234463756689,0.0655225324826754,0.0655243602693142,3.57402223677656,3.56262626636313,< 00:01,26.02
2024 EB,4,2460371.361935277,2024-Mar-01 20:41,0.0158798239291499,0.01585042011998,0.015909226832079,6.35258218669758,6.32611412915813,< 00:01,25.97
2024 ER,10,2460371.561201354,2024-Mar-02 01:28,0.0587399426473294,0.058561852773851,0.0589180319187833,12.6923610705118,12.6887867163955,< 00:01,21.40
2024 EW1,4,2460372.022823563,2024-Mar-02 12:33,0.0540759836471684,0.0537471505575727,0.0544047932273589,4.11915521507866,4.10717590689311,00:11,26.77
2024 ES,7,2460372.065290606,2024-Mar-02 13:34,0.0915069405546532,0.091409184539619,0.0916046962554191,6.15439193866833,6.14965889839094,00:01,25.05
2024 CX6,3,2460372.182262210,2024-Mar-02 16:22,0.0786984479526852,0.0778159044395563,0.079580986959955,16.7188716119919,16.7168464231272,00:02,23.67
2024 DF,2,2460372.244441418,2024-Mar-02 17:52,0.0576989906287658,0.0567835604326863,0.058614397293224,10.643754905544,10.6394154242963,00:01,24.36
2024 EH2,5,2460373.083471818,2024-Mar-03 14:00,0.0116593007845103,0.0116222256264764,0.011696375218292,12.2115980296194,12.1928696369108,< 00:01,26.41
2020 VA4,17,2460373.145736597,2024-Mar-03 15:30,0.0990631729365756,0.0990603703864342,0.0990659754860694,3.29846426677172,3.29029983131841,< 00:01,27.43
2024 ES2,3,2460373.275545303,2024-Mar-03 18:37,0.0233572200723262,0.0231842282995434,0.0235302067750964,10.5678099159579,10.5570098057197,< 00:01,26.40
2024 ED,5,2460373.333247498,2024-Mar-03 20:00,0.0238971091961732,0.023856430364385,0.0239377879319556,17.9151378300049,17.9089130745984,< 00:01,25.18
2019 DA1,6,2460373.338107047,2024-Mar-03 20:07,0.0374835238097253,0.000814881137653932,0.159781055843356,13.384998189535,13.3796864128233,8_07:14,25.96
2024 DE1,3,2460373.348157077,2024-Mar-03 20:21,0.0927799294024858,0.09214471318091,0.093415141264026,10.6251916392992,10.6224884479065,00:01,24.70
2022 GM,4,2460373.588747819,2024-Mar-04 02:08,0.0561731580718659,0.0517961558463428,0.0608405274970379,6.44887694952742,6.4415174665382,4_18:14,28.38
2024 EF,5,2460373.791878113,2024-Mar-04 07:00,0.000385083249679448,0.000384876827518268,0.000385289645020209,8.63740936578414,7.79527945461562,< 00:01,29.15
