des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h
2024 HB,3,2460415.240079039,2024-Apr-14 17:46,0.00348160847349471,0.00347204790683267,0.00349116855083562,12.1157484629681,12.052417114656,< 00:01,27.99
2024 HG,1,2460415.324738124,2024-Apr-14 19:48,0.00270055718807216,0.00269534598837893,0.00270576825878091,17.3229357588736,17.2658860799411,< 00:01,27.28
2024 GB6,4,2460415.353416183,2024-Apr-14 20:29,0.0120070884127832,0.0119857871237686,0.0120283884206813,5.15724072364913,5.11403110623916,< 00:01,27.28
2024 EM4,8,2460415.357230847,2024-Apr-14 20:34,0.0988626428457118,0.0986486834949324,0.0990766017117929,10.0155070058449,10.0128156844962,< 00:01,22.93
2024 GW,2,2460415.507670039,2024-Apr-15 00:11,0.0285555077230744,0.0283123499185285,0.0287986567216798,8.68022262781842,8.66946638069418,00:08,25.68
2024 HE,1,2460415.635435586,2024-Apr-15 03:15,0.00558237803707822,0.00557093787179484,0.00559381801737493,15.357536199815,15.3264253639939,< 00:01,27.24
2023 UN1,6,2460415.664351245,2024-Apr-15 03:57,0.0614122241017434,0.0614090969818907,0.0614153512241164,17.9371172395568,17.9346982490201,< 00:01,21.73
2024 GL2,1,2460415.708817996,2024-Apr-15 05:01,0.0279852904728453,0.0277190820513739,0.0282514854978624,8.63276170580071,8.62172573683083,< 00:01,27.27
2024 GC2,3,2460415.722318259,2024-Apr-15 05:20,0.0798280044931307,0.0789111592928406,0.0807448440451638,15.6616164124511,15.6594850856189,< 00:01,25.11
2024 GO1,5,2460415.747687497,2024-Apr-15 05:57,0.021657712737433,0.0215523355001942,0.0217630868938209,9.06435150982643,9.05076873370954,< 00:01,27.23
517681,129,2460416.089189918,2024-Apr-15 14:08,0.0469881564029278,0.0469881186324017,0.0469881941734886,14.1809631450895,14.1769638866851,< 00:01,18.86
439437,87,2460416.118416176,2024-Apr-15 14:51,0.0217693674155677,0.021769361688783,0.0217693731423524,16.4897131956214,16.4822889689411,< 00:01,18.94
2024 GZ5,3,2460416.199314427,2024-Apr-15 16:47,0.000458619133144734,0.000458460212821757,0.000458778035730116,5.03753332558076,3.70906573344427,< 00:01,30.30
2024 FJ4,7,2460416.228945969,2024-Apr-15 17:30,0.0364583661519207,0.0363014197716372,0.0366153103438426,9.51099120538396,9.50330406315473,< 00:01,25.28
2024 HN,1,2460416.298148705,2024-Apr-15 19:09,0.0639650617212268,0.063456592291599,0.0644735245260322,9.32430573874425,9.31983728668046,00:24,24.34
2024 GK6,2,2460417.051537619,2024-Apr-16 13:14,0.0204557643264183,0.0203930806125264,0.0205184465665246,8.25197038012563,8.23617045777593,< 00:01,26.79
2024 GN2,5,2460417.096661085,2024-Apr-16 14:19,0.00312231129497921,0.00310957991013814,0.00313504217143823,18.51009488999,18.4639345105427,< 00:01,26.30
2018 CH,5,2460417.216627119,2024-Apr-16 17:12,0.0539721908801163,0.0400849852369674,0.0696956422976516,9.31511408502309,9.30981284183586,1_12:56,26.4
2024 HA,1,2460417.237653496,2024-Apr-16 17:42,0.000103979587200082,0.000103943506957676,0.000104015669172709,19.4617759141819,18.0972560146805,< 00:01,31.77
2024 GF3,4,2460417.276699183,2024-Apr-16 18:38,0.0355359622130935,0.0352865917340447,0.0357853295301599,12.8963845330522,12.8905692048268,< 00:01,25.72
2024 GS5,3,2460417.403577072,2024-Apr-16 21:41,0.00464489543058746,0.00461871487557647,0.00467107498688336,18.3155670336176,18.2842206210337,< 00:01,26.01
2024 GM1,12,2460417.577611979,2024-Apr-17 01:52,0.00885345658351951,0.00885339646093635,0.00885351670609814,10.3706041133734,10.3415435280492,< 00:01,25.62
2015 YK,15,2460417.586724465,2024-Apr-17 02:05,0.0758039619085657,0.0751431066741197,0.0766844758280188,2.82623581956849,2.81377143657669,18:03,25.86
2014 GJ45,15,2460417.630426351,2024-Apr-17 03:08,0.0527174885391167,0.0527168863974859,0.0527180906813049,14.2361484826903,14.2325977392027,< 00:01,23.63
2024 JJ,1,2460417.800004069,2024-Apr-17 07:12,0.0251042302738775,0.0240257411963583,0.0261826314588685,15.3836772804374,15.3767764285597,03:19,25.61
2024 HW5,1,2460417.818489246,2024-Apr-17 07:39,0.0325091594278556,0.0321901489739073,0.0328281802126387,35.1278843283185,35.1255510365644,00:25,23.39
2024 JC2,4,2460417.828331175,2024-Apr-17 07:53,0.0149212354708336,0.0148346850753514,0.0150077724022401,4.90250412876005,4.86594363857903,00:07,26.46
2024 HO,3,2460418.048606842,2024-Apr-17 13:10,0.00115801549584489,0.00115684543584928,0.00115918546048446,10.1736758782447,9.94494234840182,< 00:01,28.80
2024 HZ,4,2460418.091208074,2024-Apr-17 14:11,0.00312050425360617,0.00311346832588787,0.00312753919009077,7.16888275770993,7.04876985153592,< 00:01,28.67
2024 GF5,4,2460418.116392164,2024-Apr-17 14:48,0.0247655160058357,0.0246256595632065,0.0249053662004386,7.38779264103641,7.37321527838983,< 00:01,27.31
2024 FU1,8,2460418.207155158,2024-Apr-17 16:58,0.089088080516947,0.0888940130027909,0.0892821470307921,7.14960449749346,7.14542005267393,< 00:01,24.01
2024 HP1,5,2460418.604450811,2024-Apr-18 02:30,0.0448783365220183,0.0445541741140125,0.0452024932246582,9.9001244499898,9.8941256200677,00:01,24.39
2019 GS1,10,2460418.622379846,2024-Apr-18 02:56,0.0562042970151604,0.056203708371577,0.056204885658747,9.41086093912432,9.40582210847087,< 00:01,24.46
2024 FF4,6,2460418.737789021,2024-Apr-18 05:42,0.0412108481196023,0.0411351669463324,0.0412865290891744,13.0327889279835,13.0278270495083,< 00:01,24.20
2024 GJ6,3,2460418.858375535,2024-Apr-18 08:36,0.00651756440901553,0.00650136077568168,0.0065337670567938,8.11799979233683,8.06748351387015,< 00:01,28.03
2007 GQ3,33,2460419.098245587,2024-Apr-18 14:21,0.0853186116744098,0.0853184235208797,0.0853187998279739,11.3400596446602,11.3373053780201,< 00:01,22.04
2024 GA6,6,2460419.192537923,2024-Apr-18 16:37,0.00688666018943216,0.00688019759098991,0.00689312259558627,7.06766671563353,7.01271017099842,< 00:01,27.43
2024 GV,7,2460419.242182840,2024-Apr-18 17:49,0.0676633263816071,0.0671357903157004,0.0681908554103946,9.59523000527546,9.59112516248789,< 00:01,24.18
2023 RA4,35,2460419.384761607,2024-Apr-18 21:14,0.0885419538895606,0.0885392928846623,0.0885446148963562,3.53683600806822,3.52831734074194,< 00:01,24.68
2024 GL5,4,2460419.389455440,2024-Apr-18 21:21,0.0428750625752219,0.0426171742105929,0.0431329481305428,11.7203788570726,11.715075337075,< 00:01,25.69
2023 HU3,6,2460419.414883459,2024-Apr-18 21:57,0.0393435179812268,0.0393427943979085,0.0393442415645742,19.1442897455745,19.1407518905024,< 00:01,25.01
2024 GD1,3,2460419.477954640,2024-Apr-18 23:28,0.0750789199333342,0.073686191781982,0.076471614039526,10.4393497786922,10.4359496792266,00:01,24.75
2024 FU4,4,2460419.652716425,2024-Apr-19 03:40,0.0491351933721063,0.0490856555097736,0.0491847310582307,7.52127861904065,7.51406528047277,< 00:01,25.47
2020 HW6,5,2460419.722890120,2024-Apr-19 05:21,0.0538321047359318,0.0518626644315976,0.0581919356199531,6.08836765903833,6.08023260640162,13:46,26.0
2024 GP7,4,2460419.842870536,2024-Apr-19 08:14,0.0189994471923175,0.0189424462891857,0.0190564406690282,3.61332060752642,3.57429799301956,< 00:01,27.64
2021 JW2,10,2460419.869982629,2024-Apr-19 08:53,0.00416511977366897,0.0026993952225684,0.0117175404129685,5.09219556353971,4.96498042120512,2_00:28,27.63
2024 HQ,1,2460419.870964547,2024-Apr-19 08:54,0.00213272201107904,0.00212588600228871,0.00213955544938206,7.50804919711592,7.33976412127802,< 00:01,29.42
2017 SA20,5,2460419.908300702,2024-Apr-19 09:48,0.00978764526076495,8.65993442144436e-05,0.0267484114162191,6.19269139146591,6.14857454905999,1_11:12,28.36
2024 GT3,6,2460419.924541601,2024-Apr-19 10:11,0.0765014944616014,0.0762132731721523,0.0767897134630138,8.12042041372332,8.11613020261995,< 00:01,24.48
2024 FT4,3,2460420.341736946,2024-Apr-19 20:12,0.0493808030507743,0.0491361261327018,0.0496254704777783,5.22342038517069,5.21308017649495,< 00:01,26.13
2024 HL,1,2460420.495058709,2024-Apr-19 23:53,0.0124006139040991,0.0123564570163344,0.0124447704436691,19.6630253433696,19.6520948551917,< 00:01,26.57
2024 GD5,3,2460420.644842430,2024-Apr-20 03:29,0.0354347194377363,0.0352554948485149,0.0356139307172482,4.53421758378037,4.51760346180331,00:01,26.93
2016 EC157,13,2460420.695316837,2024-Apr-20 04:41,0.0839746073405853,0.0839736495843947,0.0839755650996829,12.9598327838431,12.9573842505976,< 00:01,23.60
2024 GF6,4,2460420.887979654,2024-Apr-20 09:19,0.00589597894082737,0.00588136572456334,0.00591059119698333,8.19330426202642,8.13796076443322,< 00:01,26.85
2024 JM,3,2460421.010837840,2024-Apr-20 12:16,0.0329265484661649,0.0325352904476223,0.0333177989698114,13.5845276104392,13.5785693859805,00:11,24.50
2024 HR,3,2460421.336763791,2024-Apr-20 20:05,0.0489175183712,0.048697135896378,0.0491379002131958,17.6966592654314,17.6935810825147,< 00:01,24.55
2024 HD,4,2460421.947190139,2024-Apr-21 10:44,0.0150986560270386,0.015067906872549,0.0151294037775972,5.64021362817367,5.60883830995587,< 00:01,27.03
2024 JY6,3,2460422.015022329,2024-Apr-21 12:22,0.0727727308205484,0.0713009503383246,0.0742444943061716,15.7292406207656,15.7269127006812,00:08,23.71
2024 GM,5,2460422.173213981,2024-Apr-21 16:09,0.0479445664252638,0.047831582357627,0.0480575500374756,10.7871619105695,10.7820087994293,00:01,23.00
2024 GE4,4,2460422.207565040,2024-Apr-21 16:59,0.0650613467470631,0.063963081382197,0.0661595796370301,9.66177472774517,9.65753510028637,00:01,24.67
2024 GW3,2,2460422.488646129,2024-Apr-21 23:44,0.0500440864578727,0.0493950068757866,0.0506931560451749,13.3113375430855,13.3073371454852,00:01,24.77
2024 HO1,4,2460423.016936966,2024-Apr-22 12:24,0.057673092599037,0.0571981948855291,0.0581479877480109,16.7395676915866,16.7368075542938,< 00:01,23.95
2022 HR3,6,2460423.123669428,2024-Apr-22 14:58,0.0870419937425167,0.0781638633520766,0.0959200749993495,11.4376160637536,11.4349393690877,00:14,27.34
2024 HY,7,2460423.243460739,2024-Apr-22 17:51,0.0147071582698853,0.0146846468268287,0.0147296694288313,9.22444828920761,9.20478725922313,< 00:01,23.67
2024 JT1,4,2460423.888967470,2024-Apr-23 09:20,0.0354102339478391,0.0352022439613942,0.0356182090864903,4.92697351907756,4.91167751468885,00:01,26.30
2021 GF10,2,2460423.945769396,2024-Apr-23 10:42,0.0609305810858462,0.0240214556450605,0.098266739211722,11.935320569163,11.9316561122149,6_10:33,28.17
2024 HS,3,2460424.029796997,2024-Apr-23 12:43,0.0498013756534497,0.0492689743617505,0.0503337414900923,5.71067661650944,5.70130012995738,00:01,25.96
2024 GK2,2,2460424.232081529,2024-Apr-23 17:34,0.0606500445132361,0.0601685986063092,0.0611314810256834,8.47067757431212,8.46548962055754,00:01,25.89
2024 HD2,3,2460425.362009227,2024-Apr-24 20:41,0.0708650193917422,0.0695652796973813,0.0721646782494434,6.66197720431951,6.65633093768092,00:01,25.59
2021 VH2,9,2460425.876782428,2024-Apr-25 09:03,0.0238293933300228,0.0238292662481792,0.023829520411846,2.69161665592739,2.64974915443718,< 00:01,28.80
2024 JB7,1,2460425.886418387,2024-Apr-25 09:16,0.0209796310105794,0.0207546653415348,0.0212045868316111,10.9560228411651,10.9444246164551,00:03,26.09
2024 HY1,8,2460425.912861037,2024-Apr-25 09:55,0.00299843830381021,0.00299132633678518,0.00300554951842267,8.56122122470808,8.45678805029053,< 00:01,27.44
2024 JN1,2,2460425.938951547,2024-Apr-25 10:32,0.0286668031432725,0.0283399848891994,0.0289936171683556,17.935257797934,17.9300747141791,00:02,24.14
2022 HE,13,2460426.534764640,2024-Apr-26 00:50,0.0672126179276972,0.0672120885088709,0.0672131473467947,21.1584100523493,21.1565363623199,< 00:01,22.24
2024 GU2,6,2460426.550812459,2024-Apr-26 01:13,0.0698861383141506,0.069768590398176,0.070003685372718,5.9346714098063,5.92824364631736,< 00:01,25.32
2024 HL1,5,2460426.569543750,2024-Apr-26 01:40,0.0010921468809299,0.00109136763169833,0.00109292609500144,12.1012933779343,11.8979812965729,< 00:01,25.97
2024 HX1,3,2460426.599455860,2024-Apr-26 02:23,0.0125358312404963,0.0123701336705021,0.0127015216237301,16.009221269652,15.9959390943485,00:02,26.58
2024 FG5,7,2460426.613733540,2024-Apr-26 02:44,0.032111368952695,0.0320562140326065,0.0321665234989105,9.06177661568585,9.05261525940055,< 00:01,25.04
2024 HT1,5,2460427.006242812,2024-Apr-26 12:09,0.00240229690300651,0.00239683609697583,0.00240775752105944,16.380428070297,16.3125763539523,< 00:01,24.52
2024 HJ,16,2460427.183274371,2024-Apr-26 16:24,0.0856902882881442,0.0853370762961077,0.0860435000309012,26.962472401168,26.9613191329403,< 00:01,20.99
2024 JA1,3,2460427.344730288,2024-Apr-26 20:16,0.0975371631209337,0.0967770362585785,0.0982972886066779,18.999904854262,18.9984670252454,< 00:01,23.25
2024 HT,4,2460427.415070382,2024-Apr-26 21:58,0.0443308405651399,0.0441194495756381,0.0445422288324591,9.43810455731668,9.43173413537262,< 00:01,25.42
2024 GR1,9,2460427.721774297,2024-Apr-27 05:19,0.0503135082175892,0.0502605461683821,0.0503664700413918,7.24363116341035,7.23631656043961,< 00:01,24.13
2024 HU1,4,2460427.788445252,2024-Apr-27 06:55,0.00545320807709721,0.00544447517993744,0.0054619407554549,11.0095621519781,10.9650920389007,< 00:01,26.19
2024 HF2,5,2460427.840179133,2024-Apr-27 08:10,0.0199870023004021,0.0199283282298497,0.020045675239282,8.9911125719431,8.97627339570401,< 00:01,26.54
2024 JH,1,2460427.929867938,2024-Apr-27 10:19,0.0295183831067733,0.0293814459568291,0.0296553148992345,6.55630709842265,6.54252494074901,< 00:01,25.63
2020 TG,8,2460427.980310816,2024-Apr-27 11:32,0.0572136650464567,0.0538197370205547,0.0614201626603508,6.76860393170756,6.76172003431988,12:42,25.61
2024 HZ1,5,2460427.986619940,2024-Apr-27 11:41,0.0675383715726322,0.0663375669721579,0.0687391020517216,6.74923085777438,6.74338301516526,00:03,25.59
2024 HG2,7,2460428.086370944,2024-Apr-27 14:04,0.0817085562529495,0.0814521328819157,0.0819649780310735,6.88599661673421,6.88125935447369,00:02,24.74
2006 HV50,10,2460428.310930317,2024-Apr-27 19:28,0.0721862820624215,0.047494871358058,0.118990551148497,8.98667492656152,8.98256666647112,5_04:46,23.6
2024 HR1,14,2460428.543281992,2024-Apr-28 01:02,0.0740768280853973,0.074005112656576,0.0741485434366223,10.692827303774,10.6894629182578,< 00:01,23.07
2024 JV1,1,2460428.601589766,2024-Apr-28 02:26,0.0575506484625121,0.0567777870517501,0.0583235003764413,13.9793904718368,13.9760782047179,00:02,25.46
2024 HF1,3,2460428.653639713,2024-Apr-28 03:41,0.0129071484563021,0.0128341720352622,0.0129801220724749,10.9284185620984,10.9095125228093,< 00:01,25.78
2024 JZ8,2,2460428.662866309,2024-Apr-28 03:55,0.0140503155851124,0.0140066437455675,0.0140939837843477,5.21452677793445,5.17803174207287,00:02,27.36
2024 GS4,5,2460428.796013216,2024-Apr-28 07:06,0.0270240572481523,0.0269602678987444,0.0270878462396597,12.7878242650279,12.7801117481137,< 00:01,25.12
2024 JP,6,2460428.879638407,2024-Apr-28 09:07,0.0170341909340437,0.0169977766294938,0.0170706024598015,4.17913030752789,4.1415324653355,< 00:01,27.16
2024 JS,1,2460428.885450736,2024-Apr-28 09:15,0.0126185339368816,0.0125581312610018,0.0126789343467414,10.3194012408436,10.2989188723875,00:01,27.39
2024 JH1,4,2460429.106181941,2024-Apr-28 14:33,0.0280796139897117,0.0279831317028159,0.0281760933073172,6.57807037924088,6.56362929900352,< 00:01,26.46
2024 JV,2,2460429.619340639,2024-Apr-29 02:52,0.00525599203558129,0.0052432310579398,0.00526875271020094,13.7582084758129,13.7213125429353,00:01,24.65
2024 JZ1,1,2460429.813720177,2024-Apr-29 07:32,0.0437208452981536,0.0430382347722705,0.0444033853023955,6.08087979104266,6.07084944957234,00:05,26.79
2001 QJ142,33,2460429.867703174,2024-Apr-29 08:49,0.0529380187684052,0.0529377792632615,0.0529382582741989,2.2162247606705,2.19339647061815,< 00:01,23.98
2024 GK5,14,2460429.965685629,2024-Apr-29 11:11,0.0329582008036442,0.032862086140708,0.0330543121223175,5.22295370776036,5.20745206754626,< 00:01,24.84
2024 JE1,1,2460430.133915792,2024-Apr-29 15:13,0.0169939042533882,0.0169049720758724,0.0170828346428921,12.4057798283291,12.3931348959781,00:02,26.91
2024 HO2,4,2460430.137395944,2024-Apr-29 15:18,0.000250060799795385,0.000249439981050536,0.000250681209028058,9.23724330734462,8.00100068411658,< 00:01,29.47
2024 JF1,5,2460430.221773818,2024-Apr-29 17:19,0.0183202938248533,0.0182217409009557,0.0184188245966841,3.71223614573831,3.67284900903138,00:02,27.89
2021 GD3,10,2460430.730160615,2024-Apr-30 05:31,0.0286809828751077,0.0286807645896013,0.0286812011647796,3.52424352559198,3.49778377118015,< 00:01,26.94
2024 JD2,2,2460430.986416191,2024-Apr-30 11:40,0.0680895563358354,0.0660483586327321,0.0701306825551355,10.6618929201172,10.6582220222098,00:08,24.63
2024 HQ1,6,2460431.085577435,2024-Apr-30 14:03,0.00559512169560695,0.00559136716214157,0.00559887606670801,5.51935517915738,5.4323891745921,< 00:01,28.34
2024 JC,2,2460431.123979013,2024-Apr-30 14:59,0.0641153104666311,0.0636552779095342,0.0645753409482244,16.2364978042844,16.2339380841522,< 00:01,24.68
2024 JT,6,2460431.225254267,2024-Apr-30 17:24,0.00738131672590616,0.00736783651471714,0.00739190659688606,6.5539653773331,6.49865446498203,< 00:01,28.35
2024 HZ2,4,2460431.252242782,2024-Apr-30 18:03,0.0379642944299021,0.037818030740075,0.0381105571992279,13.1180528870432,13.1127016247736,< 00:01,25.12
2024 HX2,1,2460431.422458678,2024-Apr-30 22:08,0.0283562594949318,0.0282303526106144,0.0284821649155308,11.7565076780468,11.748512414504,00:02,26.22
2022 TN1,40,2460431.497664021,2024-Apr-30 23:57,0.0476640390622535,0.0476638984675743,0.0476641796569761,17.7373823039957,17.7342304174489,< 00:01,20.24
2024 JO1,4,2460431.571079322,2024-May-01 01:42,0.010268649842119,0.0102452339890907,0.0102920643012704,6.24587307225234,6.20419021812677,< 00:01,27.79
2024 JD7,3,2460431.727410903,2024-May-01 05:27,0.0207497997336872,0.0204988269444589,0.0210007684970356,19.6169631566062,19.6104162047463,< 00:01,24.76
2020 DY1,18,2460431.971541920,2024-May-01 11:19,0.0679673389706475,0.067967172008522,0.0679675059327846,9.70577793389784,9.70173801977149,< 00:01,21.90
2024 HK2,2,2460432.410741657,2024-May-01 21:51,0.0194425194711567,0.0193389489712548,0.0195460890630897,18.3083905938091,18.3009037555317,< 00:01,25.71
2021 JD,2,2460432.862346814,2024-May-02 08:42,0.072271960798324,0.0391826430356526,0.106465138249511,3.85126639752612,3.84168167126247,5_22:22,26.61
2024 JH2,6,2460433.336185996,2024-May-02 20:04,0.0148585206292404,0.014809427905348,0.0149076126853687,13.1909405702041,13.1773391272567,< 00:01,24.68
2024 JA2,7,2460433.595129860,2024-May-03 02:17,0.00858206001203855,0.00855351559314893,0.00861060423117592,24.2548404312533,24.2420366857969,< 00:01,24.15
2024 JS1,5,2460433.650673058,2024-May-03 03:37,0.0500810718836686,0.0495380286478174,0.0506240907176247,7.16902135031786,7.16159622427334,< 00:01,25.48
2024 JH3,2,2460434.067528202,2024-May-03 13:37,0.00268209588301551,0.0026681929824839,0.00269576315176837,9.42566447165,9.31967205078323,< 00:01,28.78
2022 AA5,31,2460434.080089227,2024-May-03 13:55,0.0345722977202537,0.034572190282764,0.0345724051577435,9.03719783748577,9.02866574839523,< 00:01,23.60
2024 JM2,10,2460434.640941683,2024-May-04 03:23,0.0177560537198963,0.017712989356292,0.0177991176368415,11.784862005351,11.7721218061443,< 00:01,23.78
2024 JM3,3,2460434.838565061,2024-May-04 08:08,0.0548878906260784,0.0546461355964334,0.0551296442110097,11.9864615493515,11.9824109600978,< 00:01,25.05
2024 JE,7,2460435.133632035,2024-May-04 15:12,0.0353985696245498,0.0352421040282818,0.0355550318991643,7.75401580882828,7.74430239110886,< 00:01,24.41
2024 HK1,15,2460435.322648262,2024-May-04 19:45,0.0046070085330664,0.00460596453831278,0.00460805252035387,8.64677678449385,8.57962946958183,< 00:01,25.46
2024 GZ2,12,2460435.516172091,2024-May-05 00:23,0.089070693839752,0.0889715161193142,0.0891698714048646,9.23694701690964,9.23370791044918,< 00:01,24.18
2024 JY,1,2460435.823568058,2024-May-05 07:46,0.0121733480640952,0.0121198094129321,0.0122268864707164,28.8607703289967,28.853185400853,< 00:01,25.37
2024 HV1,10,2460435.859036537,2024-May-05 08:37,0.008624347422143,0.00861646813145663,0.00863222659859818,8.82461513045382,8.78953554907764,< 00:01,26.12
2024 JN8,2,2460436.271983527,2024-May-05 18:32,0.0149221852403709,0.0148580921581482,0.0149862773889567,14.5026678037057,14.4903504759966,< 00:01,26.24
2024 HW1,10,2460436.288716685,2024-May-05 18:56,0.0127356612811692,0.0127087850354346,0.0127625371354615,11.0265836297749,11.0075936714013,< 00:01,26.36
2024 FR5,24,2460436.398398963,2024-May-05 21:34,0.0126286772486319,0.0126258448030892,0.0126315096739469,5.18864493248883,5.14782122898245,< 00:01,24.33
2024 HL2,7,2460436.841637191,2024-May-06 08:12,0.019425259255011,0.0193754721031803,0.0194750460169262,13.3959489382817,13.3857056799937,< 00:01,25.74
2024 JQ,5,2460436.975058238,2024-May-06 11:24,0.0563260702765703,0.0561655251133836,0.0564866126497505,5.55409803215601,5.54557443852933,< 00:01,25.19
2024 HM2,5,2460437.117289790,2024-May-06 14:49,0.0444391424765415,0.0441321446198332,0.0447461395214711,25.031369758241,25.0289743317279,< 00:01,24.21
2024 HE2,8,2460437.344177033,2024-May-06 20:16,0.00806174850687971,0.00805203814198374,0.0080714587652084,12.073076149161,12.0456693452926,< 00:01,26.08
2024 JQ2,3,2460437.358739922,2024-May-06 20:37,0.0638943349376455,0.0630537521840845,0.0647349075186364,13.3510744073346,13.3479505974387,00:01,24.78
2024 JP3,3,2460437.389789349,2024-May-06 21:21,0.0320383955342764,0.0318485275925338,0.0322282554685573,6.85787465559873,6.84573695130928,00:02,27.40
2024 JF,4,2460437.415371446,2024-May-06 21:58,0.00317820832460321,0.00317241445598919,0.0031840019378578,11.6892424132189,11.6173004751575,< 00:01,28.48
2024 JR1,3,2460437.501649111,2024-May-07 00:02,0.00197551788060399,0.0019727597098187,0.00197827592897966,13.0424927482886,12.9386675317631,< 00:01,27.74
2024 JO2,1,2460437.676039565,2024-May-07 04:13,0.00435361702909074,0.00434398531961446,0.00436324849867517,14.380234754299,14.3376121233437,< 00:01,27.99
2024 JE6,4,2460438.247354537,2024-May-07 17:56,0.0819340173969602,0.0812474760346105,0.0826205554838282,14.3998523867065,14.3975938657413,< 00:01,25.14
2024 JO10,8,2460438.730348462,2024-May-08 05:32,0.0209909436836759,0.0209452611906349,0.0210366258501783,12.4334132888942,12.4231999337328,< 00:01,25.08
2024 JX1,5,2460438.771579978,2024-May-08 06:31,0.0128180515103311,0.0127825364045471,0.0128535664123472,20.0459549526628,20.0355826312347,< 00:01,26.22
2022 KP6,1,2460438.784968233,2024-May-08 06:50,0.0933375073605082,0.0820979718411319,0.104607593951922,9.51788943814012,9.51488969584823,1_07:36,29.41
2024 JA15,4,2460438.836484495,2024-May-08 08:05,0.00688121692821245,0.00686107162809449,0.00690136181575631,14.8074560984275,14.7812832710362,< 00:01,25.03
2024 JD,7,2460439.063377255,2024-May-08 13:31,0.0018430969073519,0.0018430461238092,0.00184314768945739,3.29786414685759,2.82570364711366,< 00:01,27.61
2024 JG1,4,2460439.121308141,2024-May-08 14:55,0.0268253667178294,0.0266852708733202,0.0269654606424146,12.3115773720134,12.3035069665116,< 00:01,25.88
2024 JL3,1,2460439.149907006,2024-May-08 15:36,0.00251696771053206,0.00251453748196006,0.00251939790997881,18.486563530087,18.429210981199,< 00:01,26.42
2020 HJ6,4,2460439.312375122,2024-May-08 19:30,0.0830564087417413,0.0823225994307814,0.0837902314115309,14.1238318791447,14.121560332841,02:38,26.7
2024 JM1,4,2460439.691155462,2024-May-09 04:35,0.0280270867328042,0.0279257162039458,0.0281284559648196,10.3561094864595,10.3469255181056,< 00:01,25.67
2024 JX8,1,2460439.729976856,2024-May-09 05:31,0.0210458550464456,0.0209545168538201,0.0211371892612862,7.12019901992808,7.10239586637077,00:02,27.12
2024 JU14,5,2460439.731426121,2024-May-09 05:33,0.0306491059554086,0.0305277541106802,0.0307704568763946,13.4687312954714,13.4622751700636,< 00:01,25.66
2024 JZ,3,2460439.840895744,2024-May-09 08:11,0.028150484780813,0.0278555113261361,0.0284454563901805,25.136890678123,25.1331249630746,< 00:01,23.52
2024 JT3,4,2460439.899949274,2024-May-09 09:36,0.000172146723681254,0.000172009488771308,0.000172283915325584,10.8776047679118,9.34699814787573,< 00:01,29.13
2024 JN3,4,2460440.034852087,2024-May-09 12:50,0.00201140362578533,0.00200814361406288,0.0020146634763803,13.0211335086088,12.9189993707191,< 00:01,26.95
2024 GN5,6,2460440.036203561,2024-May-09 12:52,0.0702586157204276,0.070024552857613,0.070492672155234,4.31252903413263,4.30372616571739,00:02,25.23
2024 JE15,5,2460440.051526713,2024-May-09 13:14,0.00974319228915247,0.00972302763330345,0.00976335614104432,7.52224936685449,7.48580615455329,< 00:01,26.78
2024 JR3,2,2460440.254126350,2024-May-09 18:06,0.00610172200702186,0.00608821404040975,0.00611522983175551,19.1257161010286,19.1028705470796,< 00:01,26.39
2014 KX21,8,2460440.358475539,2024-May-09 20:36,0.067843727053628,0.0678432524953567,0.067844201613681,6.80231180571991,6.79653576097938,< 00:01,25.52
2024 KB,4,2460440.537159200,2024-May-10 00:54,0.0932271967323348,0.0926129937641258,0.0938413991569891,27.9086366692409,27.9076125769954,< 00:01,22.95
2024 JF8,4,2460440.565155625,2024-May-10 01:34,0.0440223634334071,0.0434996403921655,0.044545064753483,8.3267831235007,8.31951116437012,00:01,25.95
2024 JJ17,4,2460440.772049845,2024-May-10 06:32,0.00798202513088211,0.0079680521679448,0.0079959968472088,5.05783007332811,4.99139511245423,< 00:01,27.89
2021 JG9,2,2460440.967353309,2024-May-10 11:13,0.0433891935799353,0.000736024761411239,0.129994517457893,16.125354162236,16.1215454969486,4_09:16,25.2
2016 FT14,17,2460441.080113209,2024-May-10 13:55,0.0510346289023814,0.0510342785393575,0.0510349792654198,5.91241360499205,5.90357655583787,< 00:01,24.69
2024 JK1,5,2460441.262579745,2024-May-10 18:18,0.0176799979048443,0.017614656705745,0.0177453375388754,9.65064961118176,9.63502081950275,< 00:01,26.42
2024 JF17,3,2460441.305886790,2024-May-10 19:20,0.0341210769813902,0.0339608843274841,0.0342812687310004,16.0797717749047,16.0749146939435,< 00:01,24.25
2024 JB9,6,2460441.361510231,2024-May-10 20:41,0.0288959107841026,0.0287979818006783,0.0289938379314586,8.04201126746093,8.0305370989578,< 00:01,26.44
2024 JV6,2,2460441.487479543,2024-May-10 23:42,0.0039755464978433,0.00396990282581457,0.0039811899305264,9.42218759582129,9.35078525279298,< 00:01,28.20
2024 JT11,3,2460441.826799617,2024-May-11 07:51,0.0239443707820874,0.0238684083963424,0.0240203313781907,7.70179371636721,7.68733182879967,< 00:01,26.20
